wrapper  | --> Wrapper Started as Daemon
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-centralsecure-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-h2-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-unpack-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-custom-metadata-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-crowd-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-rutauth-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-configuration-backup-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-dependency-report-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-capabilities-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,754+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-p2-bridge-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-usertoken-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-lvo-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-wonderland-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-webresources-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-ruby-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-m2-settings-template-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-procurement-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-restlet1x-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-analytics-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-ssl-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-siesta-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-yum-repository-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexuspro-support-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-branding-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-atlas-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-obr-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexuspro-yum-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-archive-browser-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-groovy-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-outreach-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-licensing-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-content-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "org.sonatype.nexus.plugins:nexus-orient-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Plugin manager request "ACTIVATE" on plugin "com.sonatype.nexus.plugins:nexus-ldap-plugin:2.14.18-01" was successful.
jvm 1    | 2020-07-26 04:37:15,755+0000 INFO  [jetty-main-1]  org.sonatype.nexus.events.EventSubscriberHost - Starting
jvm 1    | 2020-07-26 04:37:18,929+0000 INFO  [jetty-main-1]  org.sonatype.nexus.timeline.DefaultNexusTimeline - Initializing Nexus Timeline...
jvm 1    | 2020-07-26 04:37:18,930+0000 INFO  [jetty-main-1]  org.sonatype.nexus.timeline.DefaultNexusTimeline - Starting Nexus Timeline...
jvm 1    | 2020-07-26 04:37:19,217+0000 INFO  [jetty-main-1]  org.sonatype.timeline.internal.DefaultTimeline - Started Timeline...
jvm 1    | 2020-07-26 04:37:19,451+0000 INFO  [PeriodicLicenseValidatorImpl-timer]  com.sonatype.nexus.licensing.NexusLicenseChangeListener - License changed; valid: true
jvm 1    | 2020-07-26 04:37:20,354+0000 INFO  [jetty-main-1]  org.sonatype.nexus.orient.DatabaseServerImpl - OrientDB version: 2.1.14
jvm 1    | 2020-07-26 04:37:20,401+0000 INFO  [jetty-main-1]  com.orientechnologies.orient.server.OServer - OrientDB Server v2.1.14 is starting up...
jvm 1    | 2020-07-26 04:37:20,408+0000 INFO  [jetty-main-1]  com.orientechnologies.orient.server.OServer - Databases directory: /opt/sonatype-work/nexus/db
jvm 1    | 2020-07-26 04:37:20,444+0000 INFO  [jetty-main-1]  com.orientechnologies.orient.server.handler.OJMXPlugin - JMX plugin installed and active: profilerManaged=true
jvm 1    | 2020-07-26 04:37:20,445+0000 INFO  [jetty-main-1]  com.orientechnologies.orient.server.OServer - OrientDB Server v2.1.14 is active.
jvm 1    | 2020-07-26 04:37:20,445+0000 INFO  [jetty-main-1]  org.sonatype.nexus.orient.DatabaseServerImpl - Activated
jvm 1    | 2020-07-26 04:37:20,445+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Loading Nexus Configuration...
jvm 1    | 2020-07-26 04:37:20,478+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.source.StaticConfigurationSource - Configuration loaded successfully.
jvm 1    | 2020-07-26 04:37:20,484+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.source.FileConfigurationSource - Configuration loaded successfully.
jvm 1    | 2020-07-26 04:37:20,756+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.source.FileConfigurationSource - Nexus configuration validated successfully.
jvm 1    | 2020-07-26 04:37:20,758+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.ModelUtils - Loading model /opt/sonatype-work/nexus/conf/procurement.xml
jvm 1    | 2020-07-26 04:37:20,886+0000 INFO  [jetty-main-1]  org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration...
jvm 1    | 2020-07-26 04:37:20,904+0000 INFO  [jetty-main-1]  org.sonatype.security.configuration.source.FileSecurityConfigurationSource - Loading Security configuration from /opt/nexus/../sonatype-work/nexus/conf/security-configuration.xml
jvm 1    | 2020-07-26 04:37:20,947+0000 INFO  [jetty-main-1]  org.apache.shiro.cache.ehcache.EhCacheManager - Cache with name 'XmlAuthenticatingRealm.authorizationCache' does not yet exist.  Creating now.
jvm 1    | 2020-07-26 04:37:20,948+0000 INFO  [jetty-main-1]  org.apache.shiro.cache.ehcache.EhCacheManager - Added EhCache named [XmlAuthenticatingRealm.authorizationCache]
jvm 1    | 2020-07-26 04:37:20,949+0000 INFO  [jetty-main-1]  org.apache.shiro.cache.ehcache.EhCacheManager - Cache with name 'XmlAuthorizingRealm.authorizationCache' does not yet exist.  Creating now.
jvm 1    | 2020-07-26 04:37:20,950+0000 INFO  [jetty-main-1]  org.apache.shiro.cache.ehcache.EhCacheManager - Added EhCache named [XmlAuthorizingRealm.authorizationCache]
jvm 1    | 2020-07-26 04:37:20,987+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.attributes.DefaultLSAttributeStorage - Default FS AttributeStorage in place, using JacksonJSON marshaller. 
jvm 1    | 2020-07-26 04:37:21,684+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Central" [id=central][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenProxyRepository]
jvm 1    | 2020-07-26 04:37:21,753+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Apache Snapshots" [id=apache-snapshots][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenProxyRepository]
jvm 1    | 2020-07-26 04:37:21,788+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Releases" [id=releases][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2020-07-26 04:37:21,869+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Snapshots" [id=snapshots][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2020-07-26 04:37:21,920+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "3rd party" [id=thirdparty][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2020-07-26 04:37:21,970+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Central M1 shadow" [id=central-m1][contentClass=Maven1][mainFacet=org.sonatype.nexus.proxy.maven.MavenShadowRepository]
jvm 1    | 2020-07-26 04:37:22,008+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "snapshotRepo" [id=snapshotRepo][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2020-07-26 04:37:22,039+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "releaseRepo" [id=releaseRepo][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.maven.MavenHostedRepository]
jvm 1    | 2020-07-26 04:37:22,144+0000 INFO  [jetty-main-1]  org.sonatype.nexus.proxy.registry.DefaultRepositoryRegistry - Added repository "Public Repositories" [id=public][contentClass=Maven2][mainFacet=org.sonatype.nexus.proxy.repository.GroupRepository]
jvm 1    | 2020-07-26 04:37:22,145+0000 INFO  [jetty-main-1]  org.sonatype.scheduling.DefaultScheduler - Initializing Scheduler...
jvm 1    | 2020-07-26 04:37:22,145+0000 INFO  [jetty-main-1]  org.sonatype.nexus.scheduling.internal.DefaultTaskConfigManager - 0 task(s) to load.
jvm 1    | 2020-07-26 04:37:22,145+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Nexus Work Directory : /opt/sonatype-work/nexus
jvm 1    | 2020-07-26 04:37:22,145+0000 INFO  [jetty-main-1]  org.sonatype.nexus.NxApplication - Started Nexus Repository Manager PRO 2.14.18-01
jvm 1    | 2020-07-26 04:37:22,699+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) started :: Updating repository index "Public Repositories" from path null and below.
jvm 1    | 2020-07-26 04:37:22,835+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="releases" started.
jvm 1    | 2020-07-26 04:37:23,074+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="releases" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.230
jvm 1    | 2020-07-26 04:37:23,105+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository releases
jvm 1    | 2020-07-26 04:37:23,105+0000 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Starting Nuget DB migration.
jvm 1    | 2020-07-26 04:37:23,117+0000 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.nuget.odata.NugetODataGalleryMigrator - Completed Nuget DB migration.
jvm 1    | 2020-07-26 04:37:23,257+0000 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.smartproxy.internal.LocalNodeAccessImpl - Node-ID: 78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38
jvm 1    | 2020-07-26 04:37:23,261+0000 INFO  [jetty-main-1]  org.apache.activemq.broker.BrokerService - Loaded the Bouncy Castle security provider.
jvm 1    | 2020-07-26 04:37:23,303+0000 INFO  [jetty-main-1]  org.apache.activemq.store.kahadb.plist.PListStoreImpl - ExtPListStore{path=/opt/sonatype-work/nexus/broker/temp} started
jvm 1    | 2020-07-26 04:37:23,310+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="snapshots" started.
jvm 1    | 2020-07-26 04:37:23,383+0000 INFO  [jetty-main-1]  com.sonatype.nexus.plugins.smartproxy.internal.messaging.broker.ExtBrokerServiceFactory - Configuring via: file:/opt/sonatype-work/nexus/conf/broker.groovy
jvm 1    | 2020-07-26 04:37:23,406+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="snapshots" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.096
jvm 1    | 2020-07-26 04:37:23,408+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository snapshots
jvm 1    | 2020-07-26 04:37:23,497+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="thirdparty" started.
jvm 1    | 2020-07-26 04:37:23,565+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="thirdparty" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.068
jvm 1    | 2020-07-26 04:37:23,567+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository thirdparty
jvm 1    | 2020-07-26 04:37:23,635+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="central" started.
jvm 1    | 2020-07-26 04:37:23,745+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.NexusScanningListener - Scanning of repositoryID="central" finished: scanned=0, added=0, updated=0, removed=0, scanningDuration=0:00:00.110
jvm 1    | 2020-07-26 04:37:23,746+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository central
jvm 1    | 2020-07-26 04:37:23,984+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.DefaultIndexerManager - Publishing index for repository public
jvm 1    | 2020-07-26 04:37:24,091+0000 INFO  [jetty-main-1]  org.apache.activemq.broker.BrokerService - Using Persistence Adapter: ExtKahaDbPersistenceAdapter{path=/opt/sonatype-work/nexus/broker/store}
jvm 1    | 2020-07-26 04:37:24,128+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.index.tasks.UpdateIndexTask - Scheduled task (UpdateIndexTask) finished :: Updating repository index "Public Repositories" from path null and below. (started 2020-07-26T04:37:22+00:00, runtime 0:00:01.429)
jvm 1    | 2020-07-26 04:37:24,192+0000 INFO  [pxpool-1-thread-1] *TASK org.sonatype.nexus.configuration.application.DefaultNexusConfiguration - Applying Nexus Configuration due to changes in [Scheduled Tasks] made by *TASK...
jvm 1    | 2020-07-26 04:37:24,475+0000 INFO  [jetty-main-1]  org.apache.activemq.store.kahadb.MessageDatabase - KahaDB is version 5
jvm 1    | 2020-07-26 04:37:24,513+0000 INFO  [jetty-main-1]  org.apache.activemq.store.kahadb.MessageDatabase - Recovering from the journal ...
jvm 1    | 2020-07-26 04:37:24,527+0000 INFO  [jetty-main-1]  org.apache.activemq.store.kahadb.MessageDatabase - Recovery replayed 258 operations from the journal in 0.035 seconds.
jvm 1    | 2020-07-26 04:37:24,687+0000 INFO  [jetty-main-1]  org.apache.activemq.broker.BrokerService - Apache ActiveMQ 5.9.1 (78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38, ID:ip-172-31-35-188.us-east-2.compute.internal-37521-1595738244561-0:1) is starting
jvm 1    | 2020-07-26 04:37:24,693+0000 INFO  [jetty-main-1]  org.apache.activemq.broker.BrokerService - Apache ActiveMQ 5.9.1 (78F6B77E-88FF229B-8B7240B8-7DA609CB-43BF3D38, ID:ip-172-31-35-188.us-east-2.compute.internal-37521-1595738244561-0:1) started
jvm 1    | 2020-07-26 04:37:24,693+0000 INFO  [jetty-main-1]  org.apache.activemq.broker.BrokerService - For help or more information please see: http://activemq.apache.org
jvm 1    | 2020-07-26 04:37:24,693+0000 WARN  [jetty-main-1]  org.apache.activemq.broker.BrokerService - Store limit is 102400 mb (current store usage is 0 mb). The data directory: /opt/sonatype-work/nexus/broker/store only has 8540 mb of usable space - resetting to maximum available disk space: 8540 mb
jvm 1    | 2020-07-26 04:37:24,693+0000 ERROR [jetty-main-1]  org.apache.activemq.broker.BrokerService - Temporary Store limit is 51200 mb, whilst the temporary data directory: /opt/sonatype-work/nexus/broker/temp only has 8540 mb of usable space - resetting to maximum available 8540 mb.
jvm 1    | 2020-07-26 04:37:24,733+0000 INFO  [jetty-main-1]  org.sonatype.nexus.webapp.WebappBootstrap - Initialized
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule - Resources:
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/analytics/events
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/analytics/settings
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/security-diagnostic
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/support-zip
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/atlas/system-information
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities/stores
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/capabilities/types
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/clm
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/clm/applications
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/clm/firewall
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/compat/usertoken
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/crowd/config
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/clm
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gaDetails
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gavDetails
jvm 1    | 2020-07-26 04:37:24,958+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/gavDetailsPro
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckDetail/{repositoryId}/{path:.*}
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckEula
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckFileDetail
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckInfo
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckStatus
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/healthcheck/healthCheckSummary/{repositoryId}/{path:.*}
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/logging/log
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/logging/loggers
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/configuration
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-changelog
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-content
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/repository-migration
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/migrationagent/status
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/ssl/certificates
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/ssl/truststore
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/ssl/truststore/key
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/usertoken/authenticate
jvm 1    | 2020-07-26 04:37:24,959+0000 INFO  [jetty-main-1]  org.sonatype.nexus.plugins.siesta.SiestaModule -   /service/siesta/usertoken/current
